6.3206196  -1.9581188E-03   0.1035201
    3.6548009  -3.7017830E-02   0.2882776
    4.3677416  -2.5570886E-02   0.1732617
    2.7263741  -3.2864094E-02   0.2121470
    6.0448828  -3.1707820E-02   8.1992514E-02
    5.1112823  -5.6390338E-02   0.2942644
    1.5695124  -5.5857103E-02   0.3994585
    6.8441210  -2.3138179E-02   6.7025326E-02
    1.6854210  -4.1350033E-02   0.5479329
    2.4971242  -3.0211441E-02   0.4977116
    1.9650619  -6.7565322E-02   0.2566652
    2.5156662  -8.7616604E-04   0.2574437
    3.3642387  -5.9788868E-02   0.4686276
    4.6393313  -4.2989731E-02   0.2173867
    6.5489364  -3.9910443E-02   0.1976617
    3.7423964  -6.7674220E-02   0.4465564
    5.9609704  -4.7077041E-02   0.3450136
    6.8472762  -6.5267801E-02   0.3549567
    6.2949271  -2.0605402E-02   0.2597715
    6.8022003  -4.9869645E-02   0.2409509
    1.2148774  -2.9678416E-02   0.1603222
    6.3624945  -6.3489519E-02   0.3747395
    1.6224992  -1.9099534E-02   0.5103213
    5.2231636  -3.0291583E-02   0.1077253
    1.8180112  -3.0782253E-02   0.2223801
    0.9762146  -9.2384554E-03   0.1456779
    6.6961112  -7.1006410E-02   0.3813170
    6.2211475  -5.0600041E-02   0.1874318
    2.2448514  -4.8861980E-02   0.1438779
    2.7618277  -2.9819965E-02   0.2740249
    4.9015703  -7.9451129E-02   0.5351250
    3.8281066  -7.1820185E-02   0.3420479
    7.1143594  -2.9173860E-02   0.4883996
    7.5666332  -6.8631575E-02   0.4433735
    6.8326769  -7.1967289E-02   0.3283037
    4.6592493  -7.1023894E-03   0.1286901
    5.5970140  -6.2651381E-02   0.4150498
    5.0985003  -2.5052628E-02   0.4494857
    3.8122306  -4.8235763E-02   0.2826591
    2.8402245  -1.3359095E-02   0.3896254
    5.4750614  -6.6457592E-02   0.5111123
    6.5044456  -3.7172548E-02   0.2866712
    4.7674003  -5.0723348E-02   0.4633586
    6.1021223  -1.1323670E-02   0.2974011
    5.2213364  -5.3358726E-02   0.4136184
    6.7574286  -6.7587256E-02   0.4929061
    2.8571904  -4.3799862E-02   0.2568944
    1.9210398  -3.5479661E-02   0.4084650
    0.7639316  -2.3222772E-02   0.2999045
    1.0183973  -7.1843602E-02   0.2859106
    2.6158922  -4.1189771E-02   7.8604594E-02
    6.6761746  -1.8527716E-02   0.4474306
    1.0836903  -5.8781955E-02   0.1701801
    2.7907798  -2.4673799E-03   0.5311695
    1.0473851  -6.7409247E-02   8.5873231E-02
    2.6099117  -1.7261231E-02   0.3989087
    6.4221034  -7.6742150E-02   0.4349277
    3.5690365  -4.9392920E-02   0.3281168
    5.6497912  -1.9130033E-03   0.2741930
    2.5788400  -5.0716452E-02   9.7528830E-02
    6.3823800  -3.3250041E-02   0.2468054
    1.4764675  -1.5395668E-03   0.1991646
    6.7436552  -5.4416578E-02   0.4581240
    5.3535318  -5.9576795E-02   0.1152628
    1.8422930  -2.2152698E-02   0.3729094
    4.2864366  -1.5259647E-02   6.6724896E-02
    2.5162644  -7.6714717E-02   0.4754465
    6.8793287  -2.8596749E-03   0.3341386
    5.5832477  -6.3519798E-02   0.3886028
    7.0683093  -7.1474910E-02   0.2049620
    3.6064122  -2.6578268E-02   0.1977757
    1.8608367  -5.6483600E-02   0.1345394
    1.8028111  -2.3099629E-02   0.4747424
    6.3856435  -6.4912640E-02   0.1647680
    2.4826093  -4.4379134E-02   7.2269134E-02
    4.0184684  -6.6893920E-02   0.3714981
    2.4097400  -5.4227524E-03   9.2662811E-02
    1.5431917  -6.9008417E-02   0.3016470
    3.2496703  -3.6207028E-02   0.4291412
    6.4200797  -9.3246037E-03   0.5055875
    2.6607914  -6.2712505E-02   0.4801715
    3.3676910  -2.0950112E-02   0.1129875
    7.0691504  -7.6527290E-02   0.2147515
    1.8511102  -2.4987357E-02   0.4578156
    6.6380458  -2.7076542E-02   0.1740060
    4.2946668  -4.4217817E-02   0.4475591
    6.9140720  -2.5037073E-02   0.5428992
    6.0225596  -7.0369475E-02   0.2826376
    5.9546094  -6.0269803E-02   0.2083790
    5.7724233  -7.1863972E-02   0.4936812
    6.3014050  -7.8835078E-02   0.5367016
    4.5487614  -5.3253334E-02   0.4877243
    5.8132038  -2.0225162E-02   0.4507632
    2.4263330  -1.8450359E-02   0.5127605
    2.7034934  -2.8182549E-02   0.2437393
    5.1546221  -9.3534263E-03   0.3232825
    0.8014799  -5.7741955E-02   0.3766413
    3.1632109  -3.6991976E-02   0.1345916
    2.9814739  -1.9866338E-02   0.4594201
    3.0084777  -9.1459062E-03   0.3774860
    6.8136487  -5.1430959E-02   0.4848379
    1.1682682  -6.6016130E-02   0.2059417
    3.9725888  -1.4619389E-02   0.2930292
    2.8963387  -3.2427095E-02   0.2546292
    5.3563862  -7.5860448E-02   0.5411034
    3.9643002  -4.0410455E-02   0.3421255
    1.3736961  -2.9449508E-02   0.3221000
    0.9518133  -3.9471075E-02   0.3518830
    5.9060307  -3.9803561E-02   0.3896055
    3.9879494  -4.1562665E-02   0.2329452
    6.1170855  -3.9039265E-02   0.2610278
    7.4469838  -2.8098516E-02   0.3042498
    6.4669847  -2.9344046E-03   0.3146825
    3.6497054  -1.3534950E-02   0.1713830
    4.6917281  -2.1402184E-02   0.1196813
    7.0511651  -1.6840903E-02   0.1237553
    1.1308968  -1.4213826E-04   0.3416047
    6.1107993  -2.2808261E-02   0.2144043
    5.4644728  -7.4630998E-02   0.2989717
    1.1969842  -4.5643471E-02   0.1795761
    5.7039990  -3.5133548E-02   0.3506021
    3.4369838  -1.7843271E-02   0.2991885
    6.6510353  -6.3476123E-02   0.2679685
    1.5136530  -4.2484514E-02   0.3404305
    2.1500530  -6.4754374E-02   0.3385646
    5.0031033  -3.8902485E-03   0.4251130
    3.6896663  -6.9716819E-02   0.1446591
    5.6300902  -3.3728156E-02   0.1229286
    5.0607281  -5.0043501E-02   0.1043710
    4.4534330  -5.2857323E-02   0.5462564
    5.4225044  -3.1251941E-02   0.4161091
    1.2114393  -7.1114890E-02   0.5328907
    4.7759709  -4.7347154E-02   0.2529093
    4.7016811  -7.2540045E-02   6.8293177E-02
    2.2940927  -3.5605274E-02   0.2583193
    6.8655691  -5.7829756E-02   0.3159524
    2.0260556  -4.7769476E-02   0.4798982
    7.4464121  -6.0753684E-02   0.1174350
    6.0427547  -6.8240806E-02   0.5266125
    6.5683436  -3.3195328E-02   0.4963442
    2.4117529  -3.3015385E-02   0.5092852
    5.1609354  -6.3003856E-03   0.4028315
    3.3594615  -3.7016977E-02   0.2336872
    1.2073051  -3.4765020E-02   6.9677353E-02
    3.5126626  -6.9446780E-02   0.1514122
    3.5452092  -7.4507922E-02   0.2234376
    3.0878835  -4.5243882E-02   0.2041193
    5.6341786  -6.9972523E-02   0.5312243
    1.4523767  -3.8086202E-02   0.2781632
    4.2978497  -5.2481312E-02   0.2682322
    1.2031541  -6.8134028E-03   8.6475432E-02
    3.7552373  -5.6064501E-02   0.3623907
    4.9019208  -4.3570805E-02   0.4555615
    2.6298745  -7.3352461E-03   0.3644253
    6.4426751  -5.6328483E-02   0.1309694
    4.8676529  -2.5601754E-02   0.3172494
    3.4619813  -3.3269935E-05   0.3087910
    1.8371377  -5.0861485E-02   0.1839810
    5.7890244  -4.3034792E-02   0.4234914
    3.0490987  -7.4545242E-02   0.1429354
    6.0493035  -9.9021148E-02   0.3887053
    1.5346521  -5.3280782E-02   0.5498115
    0.9399114  -1.2816805E-03   6.3566253E-02
    1.6343110  -7.2688542E-02   0.1902662
    3.4976087  -8.9501133E-03   7.9128101E-02
    5.9520693  -3.2589994E-02   0.1588656
    3.1221747  -6.0485408E-02   0.3706925
    7.4008412  -9.3133995E-02   0.4093529
    4.3848104  -7.1720764E-02   0.1644730
    4.9517517  -9.4308536E-03   0.2778550
    5.0796108  -6.0005493E-02   0.2727569
    4.6855474  -7.7707134E-02   0.1995202
    6.4428473  -7.1695350E-02   0.3378829
    1.9582820  -4.7665683E-04   0.1174721
    1.0173653  -6.5758534E-02   0.5471685
    6.4577641  -5.3654782E-02   0.2458015
    1.7809837  -4.6978321E-02   0.2709076
    5.5001559  -5.8060344E-02   0.1371282
    4.3699703  -9.9046398E-03   0.3489565
    5.8680058  -6.5590531E-02   0.2408080
    0.8247362  -5.9971821E-02   0.2958128
    6.6248970  -6.9556952E-02   0.3887240
    1.0304817  -3.5264820E-02   0.2931856
    2.0539832  -5.9689734E-02   0.5069449
    1.5410886  -3.5644230E-02   0.2767938
    4.2144856  -2.1061027E-02   0.1898305
    6.0279145  -2.9625384E-02   0.2110451
    0.7474355  -2.1637453E-02   0.4963102
    6.3801889  -2.0901104E-02   0.1169144
    1.8333950  -4.2195208E-02   0.1907606
    5.7443790  -7.2580330E-02   0.3265190
    2.2203627  -1.9734481E-02   0.2454914
    3.3666646  -5.1326547E-02   0.3809526
    4.7953053  -3.2675944E-02   0.4634708
    0.9747924  -5.8527850E-02   0.4383124
    6.0121436  -4.6882730E-02   0.2782557
    5.2167768  -6.7230374E-02   0.4403683
    1.7078578  -3.3492673E-02   0.4833141
    2.6144478  -4.5554046E-02   0.3445669
    1.7338257   0.0000000E+00   0.0000000E+00
